periodo;trm;dia;primera_dif;segunda_dif;trans_max_min;estanrazicacion z;trans_max_min;1dif;y_t;y_t-1;y_t-2;y_t-3;m1;m2;m3
40064;2018,72;martes;0;-11,03;0,413930588;-0,018556388;0,31484555;0;0;-11,03;-35,98;-3,23;-23,505;-16,74666667;-9,7725
40065;1994,44;miércoles;-24,28;-24,28;0,348960424;-1,286793088;0,309377808;-0,005467742;-24,28;0;-11,03;-35,98;-5,515;-15,67;-12,56
40066;1998,17;jueves;3,73;-20,55;0,423911589;0,176275691;0,310217786;0,000839978;3,73;-24,28;0;-11,03;-12,14;-11,77;-17,8225
40067;2008,95;viernes;10,78;14,51;0,442776484;0,544523992;0,312645392;0,002427605;10,78;3,73;-24,28;0;-10,275;-6,85;-7,895
40070;1985,38;lunes;-23,57;-12,79;0,350860293;-1,249707089;0,307337538;-0,005307853;-23,57;10,78;3,73;-24,28;7,255;-3,256666667;-2,4425
40071;1998,99;martes;13,61;-9,96;0,450349201;0,69234565;0,310402447;0,003064908;13,61;-23,57;10,78;3,73;-6,395;-3,02;-8,335
40072;1986,86;miércoles;-12,13;1,48;0,381472265;-0,6521524;0,307670828;-0,002731619;-12,13;13,61;-23,57;10,78;-4,98;0,273333333;1,1375
40073;1960,76;jueves;-26,1;-38,23;0,344090337;-1,381858606;0,30179323;-0,005877597;-26,1;-12,13;13,61;-23,57;0,74;-7,363333333;-2,8275
40074;1962,6;viernes;1,84;-24,26;0,418854192;0,077553806;0,30220759;0,000414359;1,84;-26,1;-12,13;13,61;-19,115;-8,206666667;-12,0475
40077;1951,38;lunes;-11,22;-9,38;0,383907308;-0,604619641;0,299680898;-0,002526691;-11,22;1,84;-26,1;-12,13;-12,13;-12,13;-5,695
40078;1950,77;martes;-0,61;-11,83;0,412298306;-0,050419007;0,299543529;-0,000137369;-0,61;-11,22;1,84;-26,1;-4,69;-11,82666667;-11,9025
40079;1914,47;miércoles;-36,3;-36,91;0,316796446;-1,914643381;0,29136894;-0,008174589;-36,3;-0,61;-11,22;1,84;-5,915;-3,33;-9,0225
40080;1911,66;jueves;-2,81;-39,11;0,406411389;-0,16533337;0,290736141;-0,000632799;-2,81;-36,3;-0,61;-11,22;-18,455;-16,04333333;-11,5725
40081;1922,5;viernes;10,84;8,03;0,442937037;0,54765802;0,293177258;0,002441117;10,84;-2,81;-36,3;-0,61;-19,555;-13,24;-12,735
40084;1926,59;lunes;4,09;14,93;0,424874903;0,19507986;0,294098307;0,000921049;4,09;10,84;-2,81;-36,3;4,015;-9,423333333;-7,22
40085;1921,64;martes;-4,95;-0,86;0,400685023;-0,277113706;0,29298359;-0,001114717;-4,95;4,09;10,84;-2,81;7,465;4,04;-6,045
40086;1922;miércoles;0,36;-4,59;0,414893902;0,00024778;0,29306466;8,10703E-05;0,36;-4,95;4,09;10,84;-0,43;3,326666667;1,7925
40087;1925,49;jueves;3,49;3,85;0,42326938;0,163739579;0,293850592;0,000785932;3,49;0,36;-4,95;4,09;-2,295;-0,166666667;2,585
40088;1918,87;viernes;-6,62;-3,13;0,396216317;-0,364344154;0,292359799;-0,001490793;-6,62;3,49;0,36;-4,95;1,925;-0,366666667;0,7475
40091;1919,75;lunes;0,88;-5,74;0,416285355;0,027409357;0,292557971;0,000198172;0,88;-6,62;3,49;0,36;-1,565;-0,923333333;-1,93
40092;1925,57;martes;5,82;6,7;0,429504161;0,285444336;0,293868608;0,001310637;5,82;0,88;-6,62;3,49;-2,87;-0,75;-0,4725
40093;1906,59;miércoles;-18,98;-13,16;0,363142544;-1,00995394;0,289594401;-0,004274207;-18,98;5,82;0,88;-6,62;3,35;0,026666667;0,8925
40094;1897,31;jueves;-9,28;-28,26;0,389098499;-0,503286066;0,287504588;-0,002089812;-9,28;-18,98;5,82;0,88;-6,58;-4,093333333;-4,725
40095;1870,96;viernes;-26,35;-35,63;0,34342137;-1,394917057;0,281570692;-0,005933896;-26,35;-9,28;-18,98;5,82;-14,13;-7,48;-5,39
40098;1857,21;lunes;-13,75;-40,1;0,377137352;-0,736771158;0,278474257;-0,003096435;-13,75;-26,35;-9,28;-18,98;-17,815;-18,20333333;-12,1975
40099;1857,21;martes;0;-13,75;0,413930588;-0,018556388;0,278474257;0;0;-13,75;-26,35;-9,28;-20,05;-16,46;-17,09
40100;1825,68;miércoles;-31,53;-31,53;0,329560354;-1,665488148;0,271373849;-0,007100408;-31,53;0;-13,75;-26,35;-6,875;-13,36666667;-12,345
40101;1830,38;jueves;4,7;-26,83;0,426507185;0,226942479;0,272432267;0,001058418;4,7;-31,53;0;-13,75;-15,765;-15,09333333;-17,9075
40102;1838,26;viernes;7,88;12,58;0,435016457;0,393045967;0,274206806;0,001774539;7,88;4,7;-31,53;0;-13,415;-8,943333333;-10,145
40105;1843,81;lunes;5,55;13,43;0,428781676;0,27134121;0,27545664;0,001249834;5,55;7,88;4,7;-31,53;6,29;-6,316666667;-4,7375
40106;1858,4;martes;14,59;20,14;0,452971555;0,743534775;0,278742239;0,003285599;14,59;5,55;7,88;4,7;6,715;6,043333333;-3,35
40107;1913,98;miércoles;55,58;70,17;0,562655535;2,884598297;0,291258594;0,012516355;55,58;14,59;5,55;7,88;10,07;9,34;8,18
40108;1910,04;jueves;-3,94;51,64;0,403387654;-0,224357566;0,290371325;-0,000887269;-3,94;55,58;14,59;5,55;35,085;25,24;20,9
40109;1914,89;viernes;4,85;0,91;0,426908565;0,234777549;0,291463522;0,001092197;4,85;-3,94;55,58;14,59;25,82;22,07666667;17,945
40112;1924,35;lunes;9,46;14,31;0,439244334;0,475575374;0,293593869;0,002130348;9,46;4,85;-3,94;55,58;0,455;18,83;17,77
40113;1932,81;martes;8,46;17,92;0,436568462;0,423341572;0,295499022;0,001905152;8,46;9,46;4,85;-3,94;7,155;3,456666667;16,4875
40114;1977,26;miércoles;44,45;52,91;0,532873083;2,303236087;0,305508953;0,010009931;44,45;8,46;9,46;4,85;8,96;7,59;4,7075
40115;2006,18;jueves;28,92;73,37;0,491316796;1,49204515;0,312021601;0,006512648;28,92;44,45;8,46;9,46;26,455;20,79;16,805
40116;2004,37;viernes;-1,81;27,11;0,40908726;-0,113099569;0,311613997;-0,000407603;-1,81;28,92;44,45;8,46;36,685;27,27666667;22,8225
40119;1993,8;lunes;-10,57;-12,38;0,385646624;-0,57066767;0,309233683;-0,002380314;-10,57;-1,81;28,92;44,45;13,555;23,85333333;20,005
40120;1993,8;martes;0;-10,57;0,413930588;-0,018556388;0,309233683;0;0;-10,57;-1,81;28,92;-6,19;5,513333333;15,2475
40121;2008,72;miércoles;14,92;14,92;0,453854593;0,76077193;0,312593597;0,003359914;14,92;0;-10,57;-1,81;-5,285;-4,126666667;4,135
40122;1963,7;jueves;-45,02;-30,1;0,293462846;-2,37012213;0,302455304;-0,010138292;-45,02;14,92;0;-10,57;7,46;1,45;0,635
40123;1958,24;viernes;-5,46;-50,48;0,399320329;-0,303752944;0,301225738;-0,001229566;-5,46;-45,02;14,92;0;-15,05;-10,03333333;-10,1675
40126;1981,61;lunes;23,37;17,91;0,476465709;1,202147552;0,306488552;0,005262814;23,37;-5,46;-45,02;14,92;-25,24;-11,85333333;-8,89
40127;1968,45;martes;-13,16;10,21;0,378716117;-0,705953216;0,303524982;-0,00296357;-13,16;23,37;-5,46;-45,02;8,955;-9,036666667;-3,0475
40128;1969,52;miércoles;1,07;-12,09;0,416793771;0,037333779;0,303765941;0,000240959;1,07;-13,16;23,37;-5,46;5,105;1,583333333;-10,0675
40129;1969,52;jueves;0;1,07;0,413930588;-0,018556388;0,303765941;0;0;1,07;-13,16;23,37;-6,045;3,76;1,455
40130;1976,89;viernes;7,37;7,37;0,433651762;0,366406729;0,30542563;0,001659689;7,37;0;1,07;-13,16;0,535;-4,03;2,82
40133;1971,27;lunes;-5,62;1,75;0,398892189;-0,312110352;0,304160033;-0,001265598;-5,62;7,37;0;1,07;3,685;2,813333333;-1,18
40134;1971,27;martes;0;-5,62;0,413930588;-0,018556388;0,304160033;0;0;-5,62;7,37;0;0,875;0,583333333;0,705
40135;1966,22;miércoles;-5,05;-5,05;0,400417436;-0,282337086;0,303022797;-0,001137236;-5,05;0;-5,62;7,37;-2,81;0,583333333;0,4375
40136;1953,45;jueves;-12,77;-17,82;0,379759707;-0,685582033;0,300147053;-0,002875744;-12,77;-5,05;0;-5,62;-2,525;-3,556666667;-0,825
40137;1962,33;viernes;8,88;-3,89;0,437692328;0,445279769;0,302146787;0,001999734;8,88;-12,77;-5,05;0;-8,91;-5,94;-5,86
40140;1974,47;lunes;12,14;21,02;0,44641567;0,615561961;0,304880658;0,002733871;12,14;8,88;-12,77;-5,05;-1,945;-2,98;-2,235
40141;1964,92;martes;-9,55;2,59;0,388376013;-0,517389192;0,302730043;-0,002150615;-9,55;12,14;8,88;-12,77;10,51;2,75;0,8
40142;1969,01;miércoles;4,09;-5,46;0,424874903;0,19507986;0,303651091;0,000921049;4,09;-9,55;12,14;8,88;1,295;3,823333333;-0,325
40143;1974,14;jueves;5,13;9,22;0,42765781;0,249403013;0,304806343;0,001155252;5,13;4,09;-9,55;12,14;-2,73;2,226666667;3,89
40144;1974,14;viernes;0;5,13;0,413930588;-0,018556388;0,304806343;0;0;5,13;4,09;-9,55;4,61;-0,11;2,9525
40147;1997,47;lunes;23,33;23,33;0,476358674;1,2000582;0,31006015;0,005253806;23,33;0;5,13;4,09;2,565;3,073333333;-0,0825
40148;1998,45;martes;0,98;24,31;0,416552942;0,032632737;0,310280841;0,000220691;0,98;23,33;0;5,13;11,665;9,486666667;8,1375
40149;1990,29;miércoles;-8,16;-7,18;0,392095475;-0,444784208;0,308443247;-0,001837594;-8,16;0,98;23,33;0;12,155;8,103333333;7,36
40150;1990,8;jueves;0,51;-7,65;0,415295282;0,00808285;0,308558097;0,00011485;0,51;-8,16;0,98;23,33;-3,59;5,383333333;4,0375
40151;1989,94;viernes;-0,86;-0,35;0,411629338;-0,063477458;0,308364429;-0,000193668;-0,86;0,51;-8,16;0,98;-3,825;-2,223333333;4,165
40154;2003,94;lunes;14;13,14;0,451392791;0,712716832;0,311517163;0,003152734;14;-0,86;0,51;-8,16;-0,175;-2,836666667;-1,8825
40155;2009,45;martes;5,51;19,51;0,428674641;0,269251858;0,312757989;0,001240826;5,51;14;-0,86;0,51;6,57;4,55;1,3725
40156;2009,45;miércoles;0;5,51;0,413930588;-0,018556388;0,312757989;0;0;5,51;14;-0,86;9,755;6,216666667;4,79
40157;2016,73;jueves;7,28;7,28;0,433410934;0,361705686;0,314397411;0,001639422;7,28;0;5,51;14;2,755;6,503333333;4,6625
40158;2016,17;viernes;-0,56;6,72;0,4124321;-0,047807317;0,314271302;-0,000126109;-0,56;7,28;0;5,51;3,64;4,263333333;6,6975
40161;2000,54;lunes;-15,63;-16,19;0,372106714;-0,834970705;0,310751499;-0,003519803;-15,63;-0,56;7,28;0;3,36;2,24;3,0575
40162;1992,1;martes;-8,44;-24,07;0,391346231;-0,459409673;0,308850851;-0,001900648;-8,44;-15,63;-0,56;7,28;-8,095;-2,97;-2,2275
40163;2001,86;miércoles;9,76;1,32;0,440047095;0,491245514;0,311048757;0,002197906;9,76;-8,44;-15,63;-0,56;-12,035;-8,21;-4,3375
40164;2005,09;jueves;3,23;12,99;0,422573653;0,15015879;0,311776138;0,000727381;3,23;9,76;-8,44;-15,63;0,66;-4,77;-3,7175
40165;2015,74;viernes;10,65;13,88;0,442428621;0,537733597;0,314174468;0,00239833;10,65;3,23;9,76;-8,44;6,495;1,516666667;-2,77
40168;2025,85;lunes;10,11;20,76;0,44098365;0,509527345;0,316451192;0,002276724;10,11;10,65;3,23;9,76;6,94;7,88;3,8
40169;2030,17;martes;4,32;14,43;0,425490353;0,207093634;0,317424036;0,000972844;4,32;10,11;10,65;3,23;10,38;7,996666667;8,4375
40170;2054,1;miércoles;23,93;28,25;0,477964197;1,231398481;0,32281296;0,005388924;23,93;4,32;10,11;10,65;7,215;8,36;7,0775
40171;2045,07;jueves;-9,03;14,9;0,389767467;-0,490227615;0,320779446;-0,002033514;-9,03;23,93;4,32;10,11;14,125;12,78666667;12,2525
40172;2043,41;viernes;-1,66;-10,69;0,409488641;-0,105264499;0,320405622;-0,000373824;-1,66;-9,03;23,93;4,32;7,45;6,406666667;7,3325
40175;2043,41;lunes;0;-1,66;0,413930588;-0,018556388;0,320405622;0;0;-1,66;-9,03;23,93;-5,345;4,413333333;4,39
40176;2037,92;martes;-5,49;-5,49;0,399240052;-0,305319958;0,3191693;-0,001236322;-5,49;0;-1,66;-9,03;-0,83;-3,563333333;3,31
40177;2046,2;miércoles;8,28;2,79;0,436086805;0,413939488;0,321033917;0,001864617;8,28;-5,49;0;-1,66;-2,745;-2,383333333;-4,045
40178;2044,23;jueves;-1,97;6,31;0,408659121;-0,121456977;0,320590282;-0,000443635;-1,97;8,28;-5,49;0;1,395;0,93;0,2825
40179;2044,23;viernes;0;-1,97;0,413930588;-0,018556388;0,320590282;0;0;-1,97;8,28;-5,49;3,155;0,273333333;0,205
40182;2044,23;lunes;0;0;0,413930588;-0,018556388;0,320590282;0;0;0;-1,97;8,28;-0,985;2,103333333;0,205
40183;2021,21;martes;-23,02;-23,02;0,352332022;-1,220978498;0,315406286;-0,005183996;-23,02;0;0;-1,97;0;-0,656666667;1,5775
40184;1992,78;miércoles;-28,43;-51,45;0,337855556;-1,503563364;0,309003984;-0,006402302;-28,43;-23,02;0;0;-11,51;-7,673333333;-6,2475
40185;1971,32;jueves;-21,46;-49,89;0,356506382;-1,139493768;0,304171293;-0,004832691;-21,46;-28,43;-23,02;0;-25,725;-17,15;-12,8625
40186;1969,08;viernes;-2,24;-23,7;0,407936635;-0,135560104;0,303666855;-0,000504437;-2,24;-21,46;-28,43;-23,02;-24,945;-24,30333333;-18,2275
40189;1968,24;lunes;-0,84;-3,08;0,411682856;-0,062432781;0,303477691;-0,000189164;-0,84;-2,24;-21,46;-28,43;-11,85;-17,37666667;-18,7875
40190;1968,24;martes;0;-0,84;0,413930588;-0,018556388;0,303477691;0;0;-0,84;-2,24;-21,46;-1,54;-8,18;-13,2425
40191;1959,43;miércoles;-8,81;-8,81;0,390356159;-0,478736179;0,30149372;-0,001983971;-8,81;0;-0,84;-2,24;-0,42;-1,026666667;-6,135
40192;1965,81;jueves;6,38;-2,43;0,431002649;0,314695265;0,302930466;0,001436746;6,38;-8,81;0;-0,84;-4,405;-3,216666667;-2,9725
40193;1974,13;viernes;8,32;14,7;0,43619384;0,41602884;0,304804091;0,001873625;8,32;6,38;-8,81;0;-1,215;-0,81;-0,8175
40196;1967,4;lunes;-6,73;1,59;0,395921972;-0,370089872;0,303288527;-0,001515564;-6,73;8,32;6,38;-8,81;7,35;1,963333333;1,4725
40197;1967,4;martes;0;-6,73;0,413930588;-0,018556388;0,303288527;0;0;-6,73;8,32;6,38;0,795;2,656666667;-0,21
40198;1957,82;miércoles;-9,58;-9,58;0,388295737;-0,518956206;0,301131156;-0,002157371;-9,58;0;-6,73;8,32;-3,365;0,53;1,9925
40199;1964,18;jueves;6,36;-3,22;0,430949132;0,313650589;0,302563398;0,001432242;6,36;-9,58;0;-6,73;-4,79;-5,436666667;-1,9975
40200;1967,08;viernes;2,9;9,26;0,421690616;0,132921636;0,303216464;0,000653066;2,9;6,36;-9,58;0;-1,61;-1,073333333;-2,4875
40203;1981,96;lunes;14,88;17,78;0,453747558;0,758682578;0,306567371;0,003350906;14,88;2,9;6,36;-9,58;4,63;-0,106666667;-0,08
40204;1961,97;martes;-19,99;-5,11;0,360439913;-1,06271008;0,302065716;-0,004501654;-19,99;14,88;2,9;6,36;8,89;8,046666667;3,64
40205;1972,22;miércoles;10,25;-9,74;0,441358272;0,516840077;0,304373968;0,002308252;10,25;-19,99;14,88;2,9;-2,555;-0,736666667;1,0375
40206;1988,05;jueves;15,83;26,08;0,456289636;0,808304689;0,30793881;0,003564842;15,83;10,25;-19,99;14,88;-4,87;1,713333333;2,01
40207;1991,21;viernes;3,16;18,99;0,422386342;0,146502424;0,308650427;0,000711617;3,16;15,83;10,25;-19,99;13,04;2,03;5,2425
40210;1982,29;lunes;-8,92;-5,76;0,390061813;-0,484481897;0,306641685;-0,002008742;-8,92;3,16;15,83;10,25;9,495;9,746666667;2,3125
40211;1972,6;martes;-9,69;-18,61;0,388001391;-0,524701924;0,304459543;-0,002182142;-9,69;-8,92;3,16;15,83;-2,88;3,356666667;5,08
40212;1959,93;miércoles;-12,67;-22,36;0,380027294;-0,680358653;0,301606318;-0,002853224;-12,67;-9,69;-8,92;3,16;-9,305;-5,15;0,095
40213;1966,02;jueves;6,09;-6,58;0,430226646;0,299547463;0,302977757;0,001371439;6,09;-12,67;-9,69;-8,92;-11,18;-10,42666667;-7,03
40214;1984,16;viernes;18,14;24,23;0,4624709;0,92896477;0,3070628;0,004085043;18,14;6,09;-12,67;-9,69;-3,29;-5,423333333;-6,2975
40217;1997,13;lunes;12,97;31,11;0,448636643;0,658916017;0,309983583;0,002920783;12,97;18,14;6,09;-12,67;12,115;3,853333333;0,4675
40218;2003,76;martes;6,63;19,6;0,431671617;0,327753715;0,311476628;0,001493045;6,63;12,97;18,14;6,09;15,555;12,4;6,1325
40219;1981,4;miércoles;-22,36;-15,73;0,354098097;-1,186504189;0,306441261;-0,005035367;-22,36;6,63;12,97;18,14;9,8;12,58;10,9575
40220;1965,03;jueves;-16,37;-38,73;0,370126569;-0,873623718;0,302754814;-0,003686447;-16,37;-22,36;6,63;12,97;-7,865;-0,92;3,845
40221;1943,6;viernes;-21,43;-37,8;0,356586658;-1,137926754;0,297928879;-0,004825935;-21,43;-16,37;-22,36;6,63;-19,365;-10,7;-4,7825
40224;1936,9;lunes;-6,7;-28,13;0,396002248;-0,368522858;0,29642007;-0,001508809;-6,7;-21,43;-16,37;-22,36;-18,9;-20,05333333;-13,3825
40225;1936,9;martes;0;-6,7;0,413930588;-0,018556388;0,29642007;0;0;-6,7;-21,43;-16,37;-14,065;-14,83333333;-16,715
40226;1925,79;miércoles;-11,11;-11,11;0,384201654;-0,598873923;0,293918151;-0,00250192;-11,11;0;-6,7;-21,43;-3,35;-9,376666667;-11,125
40227;1928,79;jueves;3;-8,11;0,421958203;0,138145016;0,294593736;0,000675586;3;-11,11;0;-6,7;-5,555;-5,936666667;-9,81
40228;1930,94;viernes;2,15;5,15;0,419683712;0,093746285;0,295077906;0,00048417;2,15;3;-11,11;0;-4,055;-2,703333333;-3,7025
40231;1928,86;lunes;-2,08;0,07;0,408364775;-0,127202695;0,2946095;-0,000468406;-2,08;2,15;3;-11,11;2,575;-1,986666667;-1,49
40232;1914,87;martes;-13,99;-16,07;0,376495143;-0,749307271;0,291459018;-0,003150482;-13,99;-2,08;2,15;3;0,035;1,023333333;-2,01
40233;1924,75;miércoles;9,88;-4,11;0,4403682;0,49751357;0,293683947;0,00222493;9,88;-13,99;-2,08;2,15;-8,035;-4,64;-2,73
40234;1932,15;jueves;7,4;17,28;0,433732038;0,367973743;0,295350393;0,001666445;7,4;9,88;-13,99;-2,08;-2,055;-2,063333333;-1,01
40235;1941,98;viernes;9,83;17,23;0,440234406;0,49490188;0,297564062;0,00221367;9,83;7,4;9,88;-13,99;8,64;1,096666667;0,3025
40238;1932,32;lunes;-9,66;0,17;0,388081668;-0,52313491;0,295388676;-0,002175387;-9,66;9,83;7,4;9,88;8,615;9,036666667;3,28
40239;1913,86;martes;-18,46;-28,12;0,364533997;-0,982792363;0,291231571;-0,004157105;-18,46;-9,66;9,83;7,4;0,085;2,523333333;4,3625
40240;1895,86;miércoles;-18;-36,46;0,365764898;-0,958764815;0,287178055;-0,004053515;-18;-18,46;-9,66;9,83;-14,06;-6,096666667;-2,7225
40241;1916,41;jueves;20,55;2,55;0,468919751;1,054848232;0,291805819;0,004627763;20,55;-18;-18,46;-9,66;-18,23;-15,37333333;-9,0725
40242;1928,33;viernes;11,92;32,47;0,445826978;0,604070525;0,294490147;0,002684328;11,92;20,55;-18;-18,46;1,275;-5,303333333;-6,3925
40245;1902,31;lunes;-26,02;-14,1;0,344304407;-1,377679902;0,288630565;-0,005859582;-26,02;11,92;20,55;-18;16,235;4,823333333;-0,9975
40246;1894,44;martes;-7,87;-33,89;0,392871478;-0,429636406;0,286858278;-0,001772287;-7,87;-26,02;11,92;20,55;-7,05;2,15;-2,8875
40247;1894,3;miércoles;-0,14;-8,01;0,413555966;-0,02586912;0,28682675;-3,15273E-05;-0,14;-7,87;-26,02;11,92;-16,945;-7,323333333;-0,355
40248;1888,05;jueves;-6,25;-6,39;0,39720639;-0,345017647;0,28541928;-0,001407471;-6,25;-0,14;-7,87;-26,02;-4,005;-11,34333333;-5,5275
40249;1894,79;viernes;6,74;0,49;0,431965963;0,333499434;0,286937096;0,001517816;6,74;-6,25;-0,14;-7,87;-3,195;-4,753333333;-10,07
40252;1892,99;lunes;-1,8;4,94;0,409114019;-0,112577231;0,286531745;-0,000405352;-1,8;6,74;-6,25;-0,14;0,245;0,116666667;-1,88
40253;1899,75;martes;6,76;4,96;0,43201948;0,33454411;0,288054065;0,00152232;6,76;-1,8;6,74;-6,25;2,47;-0,436666667;-0,3625
40254;1896,15;miércoles;-3,6;3,16;0,40429745;-0,206598074;0,287243362;-0,000810703;-3,6;6,76;-1,8;6,74;2,48;3,9;1,3625
40255;1893,42;jueves;-2,73;-6,33;0,406625458;-0,161154666;0,286628579;-0,000614783;-2,73;-3,6;6,76;-1,8;1,58;0,453333333;2,025
40256;1900,55;viernes;7,13;4,4;0,433009553;0,353870616;0,288234221;0,001605642;7,13;-2,73;-3,6;6,76;-3,165;0,143333333;-0,3425
40259;1907,06;lunes;6,51;13,64;0,431350512;0,321485659;0,289700243;0,001466021;6,51;7,13;-2,73;-3,6;2,2;0,266666667;1,89
40260;1907,06;martes;0;6,51;0,413930588;-0,018556388;0,289700243;0;0;6,51;7,13;-2,73;6,82;3,636666667;1,8275
40261;1907,06;miércoles;0;0;0,413930588;-0,018556388;0,289700243;0;0;0;6,51;7,13;3,255;4,546666667;2,7275
40262;1923,41;jueves;16,35;16,35;0,45768109;0,835466266;0,293382186;0,003681943;16,35;0;0;6,51;0;2,17;3,41
40263;1922,91;viernes;-0,5;15,85;0,412592652;-0,044673289;0,293269588;-0,000112598;-0,5;16,35;0;0;8,175;5,45;5,715
40266;1933,4;lunes;10,49;9,99;0,442000482;0,529376189;0,295631887;0,002362299;10,49;-0,5;16,35;0;7,925;5,283333333;3,9625
40267;1934,21;martes;0,81;11,3;0,416098044;0,023752991;0,295814295;0,000182408;0,81;10,49;-0,5;16,35;4,995;8,78;6,585
40268;1928,59;miércoles;-5,62;-4,81;0,398892189;-0,312110352;0,294548697;-0,001265598;-5,62;0,81;10,49;-0,5;5,65;3,6;6,7875
40269;1921,88;jueves;-6,71;-12,33;0,395975489;-0,369045196;0,293037637;-0,00151106;-6,71;-5,62;0,81;10,49;-2,405;1,893333333;1,295
40270;1921,88;viernes;0;-6,71;0,413930588;-0,018556388;0,293037637;0;0;-6,71;-5,62;0,81;-6,165;-3,84;-0,2575
40273;1921,88;lunes;0;0;0,413930588;-0,018556388;0,293037637;0;0;0;-6,71;-5,62;-3,355;-4,11;-2,88
40274;1911,78;martes;-10,1;-10,1;0,386904284;-0,546117783;0,290763164;-0,002274473;-10,1;0;0;-6,71;0;-2,236666667;-3,0825
40275;1911,07;miércoles;-0,71;-10,81;0,412030719;-0,055642387;0,290603276;-0,000159889;-0,71;-10,1;0;0;-5,05;-3,366666667;-4,2025
40276;1920,53;jueves;9,46;8,75;0,439244334;0,475575374;0,292733623;0,002130348;9,46;-0,71;-10,1;0;-5,405;-3,603333333;-2,7025
40277;1931,91;viernes;11,38;20,84;0,444382007;0,575864272;0,295296346;0,002562723;11,38;9,46;-0,71;-10,1;4,375;-0,45;-0,3375
40280;1921,32;lunes;-10,59;0,79;0,385593107;-0,571712346;0,292911528;-0,002384818;-10,59;11,38;9,46;-0,71;10,42;6,71;2,5075
40281;1926,16;martes;4,84;-5,75;0,426881807;0,234255211;0,294001473;0,001089945;4,84;-10,59;11,38;9,46;0,395;3,416666667;2,385
40282;1936,22;miércoles;10,06;14,9;0,440849857;0,506915654;0,296266938;0,002265465;10,06;4,84;-10,59;11,38;-2,875;1,876666667;3,7725
40283;1938,24;jueves;2,02;12,08;0,419335849;0,086955891;0,296721832;0,000454895;2,02;10,06;4,84;-10,59;7,45;1,436666667;3,9225
40284;1943,83;viernes;5,59;7,61;0,42888871;0,273430562;0,297980674;0,001258842;5,59;2,02;10,06;4,84;6,04;5,64;1,5825
40287;1942,21;lunes;-1,62;3,97;0,409595676;-0,103175147;0,297615857;-0,000364816;-1,62;5,59;2,02;10,06;3,805;5,89;5,6275
40288;1951,04;martes;8,83;7,21;0,437558535;0,442668079;0,299604332;0,001988475;8,83;-1,62;5,59;2,02;1,985;1,996666667;4,0125
40289;1947,69;miércoles;-3,35;5,48;0,404966418;-0,193539623;0,298849928;-0,000754404;-3,35;8,83;-1,62;5,59;3,605;4,266666667;3,705
40290;1948,47;jueves;0,78;-2,57;0,416017768;0,022185977;0,29902558;0,000175652;0,78;-3,35;8,83;-1,62;2,74;1,286666667;2,3625
40291;1955,84;viernes;7,37;8,15;0,433651762;0,366406729;0,300685269;0,001659689;7,37;0,78;-3,35;8,83;-1,285;2,086666667;1,16
40294;1950,89;lunes;-4,95;2,42;0,400685023;-0,277113706;0,299570553;-0,001114717;-4,95;7,37;0,78;-3,35;4,075;1,6;3,4075
40295;1943,41;martes;-7,48;-12,43;0,393915068;-0,409265223;0,297886092;-0,001684461;-7,48;-4,95;7,37;0,78;1,21;1,066666667;-0,0375
40296;1961,82;miércoles;18,41;10,93;0,463193385;0,943067897;0,302031937;0,004145845;18,41;-7,48;-4,95;7,37;-6,215;-1,686666667;-1,07
40297;1973,05;jueves;11,23;29,64;0,443980627;0,568029202;0,30456088;0,002528943;11,23;18,41;-7,48;-4,95;5,465;1,993333333;3,3375
40298;1969,75;viernes;-3,3;7,93;0,405100211;-0,190927933;0,303817736;-0,000743144;-3,3;11,23;18,41;-7,48;14,82;7,386666667;4,3025
40301;1950,44;lunes;-19,31;-22,61;0,362259506;-1,027191095;0,299469215;-0,004348521;-19,31;-3,3;11,23;18,41;3,965;8,78;4,715
40302;1973,42;martes;22,98;3,67;0,475422119;1,181776369;0,304644203;0,005174988;22,98;-19,31;-3,3;11,23;-11,305;-3,793333333;1,7575
40303;1988,47;miércoles;15,05;38,03;0,454202456;0,767562324;0,308033392;0,003389189;15,05;22,98;-19,31;-3,3;1,835;0,123333333;2,9
40304;2003,37;jueves;14,9;29,95;0,453801076;0,759727254;0,311388802;0,00335541;14,9;15,05;22,98;-19,31;19,015;6,24;3,855
40305;2010,13;viernes;6,76;21,66;0,43201948;0,33454411;0,312911122;0,00152232;6,76;14,9;15,05;22,98;14,975;17,64333333;8,405
40308;2029,54;lunes;19,41;26,17;0,465869257;0,995301698;0,317282163;0,004371041;19,41;6,76;14,9;15,05;10,83;12,23666667;14,9225
40309;1988,32;martes;-41,22;-21,81;0,303631158;-2,171633685;0,307999613;-0,00928255;-41,22;19,41;6,76;14,9;13,085;13,69;14,03
40310;1980,5;miércoles;-7,82;-49,04;0,393005271;-0,427024716;0,306238585;-0,001761027;-7,82;-41,22;19,41;6,76;-10,905;-5,016666667;-0,0375
40311;1966,36;jueves;-14,14;-21,96;0,376093763;-0,757142341;0,303054324;-0,003184262;-14,14;-7,82;-41,22;19,41;-24,52;-9,876666667;-5,7175
40312;1959,62;viernes;-6,74;-20,88;0,395895213;-0,37061221;0,301536508;-0,001517816;-6,74;-14,14;-7,82;-41,22;-10,98;-21,06;-10,9425
